Dist1,Dist2,Dist3,Dist4,Dist5,Dist6,Dist7,Choice,Velocity
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,8,0
96,149,65,51,64,148,89,3,0.005
96,149,65,51,64,148,89,3,0.01
96,149,65,51,64,148,89,3,0.015
95,149,65,51,64,148,89,3,0.02
95,149,65,51,64,148,89,3,0.025
95,149,65,51,64,148,89,3,0.030000000000000002
95,149,65,51,64,148,89,3,0.035
95,149,65,51,64,148,89,3,0.04
95,149,65,51,64,148,89,3,0.045
95,149,65,51,64,148,89,3,0.049999999999999996
96,149,64,51,64,148,89,3,0.05499999999999999
96,149,64,51,64,148,89,3,0.05999999999999999
96,149,65,51,64,148,89,3,0.06499999999999999
94,149,65,51,64,148,89,3,0.06999999999999999
94,149,65,51,64,148,89,3,0.075
94,149,65,51,63,148,89,3,0.08
94,149,65,51,65,148,89,3,0.085
94,148,65,51,65,148,89,3,0.09000000000000001
95,149,66,51,65,148,89,3,0.09500000000000001
94,149,66,51,64,148,91,3,0.10000000000000002
94,149,66,51,64,148,90,3,0.10500000000000002
94,149,66,51,64,148,90,3,0.11000000000000003
94,149,65,51,64,148,90,3,0.11500000000000003
93,149,67,51,64,148,90,3,0.12000000000000004
93,149,66,51,63,149,90,3,0.12500000000000003
93,149,66,51,65,148,90,3,0.13000000000000003
93,149,66,52,65,148,90,3,0.13500000000000004
93,149,66,52,64,148,90,3,0.14000000000000004
93,149,67,52,64,148,90,3,0.14500000000000005
94,149,67,52,64,148,90,3,0.15000000000000005
94,149,67,52,64,148,92,3,0.15500000000000005
93,149,66,52,63,149,91,3,0.16000000000000006
94,148,66,52,65,148,91,3,0.16500000000000006
92,149,66,52,64,148,90,3,0.17000000000000007
92,149,67,52,64,148,90,3,0.17500000000000007
92,149,67,52,64,148,90,3,0.18000000000000008
92,149,67,52,64,148,91,3,0.18500000000000008
92,149,66,52,63,148,91,3,0.19000000000000009
92,149,66,52,63,148,91,3,0.1950000000000001
91,149,67,52,63,148,91,3,0.2000000000000001
91,149,67,51,62,148,91,3,0.2050000000000001
91,149,67,51,62,148,91,3,0.2100000000000001
92,149,66,51,64,148,91,3,0.2150000000000001
91,149,67,51,63,148,91,3,0.2200000000000001
91,149,67,51,63,148,91,3,0.22500000000000012
90,149,67,51,62,148,91,3,0.23000000000000012
90,149,66,51,64,149,93,3,0.23500000000000013
91,149,67,51,63,148,92,3,0.24000000000000013
90,149,67,51,63,148,92,3,0.24500000000000013
90,149,67,50,63,148,94,3,0.2500000000000001
89,149,67,50,64,149,93,3,0.2550000000000001
89,149,67,50,63,148,92,3,0.2600000000000001
90,149,66,50,63,148,92,3,0.2650000000000001
89,149,66,50,62,148,93,3,0.27000000000000013
89,149,67,50,62,148,93,3,0.27500000000000013
90,149,67,50,62,148,93,3,0.28000000000000014
89,149,66,50,61,148,93,3,0.28500000000000014
89,149,67,50,63,148,93,3,0.29000000000000015
90,148,67,50,62,148,94,3,0.29500000000000015
90,149,68,50,62,148,93,3,0.30000000000000016
89,149,67,50,63,148,93,3,0.30500000000000016
88,149,67,50,62,148,94,3,0.31000000000000016
88,149,68,50,62,148,94,3,0.31500000000000017
88,149,67,50,63,148,94,3,0.3200000000000002
88,149,68,50,62,149,94,3,0.3250000000000002
88,149,68,51,62,148,94,3,0.3300000000000002
88,149,67,51,61,148,94,3,0.3350000000000002
87,149,68,51,61,149,94,3,0.3400000000000002
87,149,68,51,60,148,94,3,0.3450000000000002
86,149,67,51,61,148,94,3,0.3500000000000002
86,149,68,51,61,148,94,3,0.3550000000000002
86,149,68,51,60,148,94,3,0.3600000000000002
86,149,68,51,61,148,94,3,0.3650000000000002
86,148,67,51,61,148,95,3,0.3700000000000002
85,149,67,51,62,148,95,3,0.3750000000000002
84,149,68,50,62,148,95,3,0.3800000000000002
84,149,67,50,62,148,95,3,0.38500000000000023
85,149,68,50,61,148,95,3,0.39000000000000024
83,149,69,50,61,148,95,3,0.39500000000000024
83,149,68,50,60,148,96,3,0.40000000000000024
82,149,69,50,60,148,96,3,0.40500000000000025
82,149,68,50,61,148,96,3,0.41000000000000025
82,149,69,50,60,148,97,3,0.41500000000000026
83,149,69,50,60,148,97,3,0.42000000000000026
82,149,69,50,59,148,97,3,0.42500000000000027
82,149,69,50,58,148,97,3,0.43000000000000027
82,149,68,50,59,148,96,3,0.4350000000000003
82,149,69,50,59,148,97,3,0.4400000000000003
82,149,68,50,59,148,96,3,0.4450000000000003
83,149,69,50,59,148,97,3,0.4500000000000003
82,148,68,50,60,148,96,3,0.4550000000000003
82,149,68,50,59,148,95,3,0.4600000000000003
82,149,68,50,58,148,96,3,0.4650000000000003
81,149,69,50,58,148,95,3,0.4700000000000003
81,149,69,50,58,148,95,3,0.4750000000000003
81,149,70,50,58,148,96,3,0.4800000000000003
81,149,69,50,59,149,96,3,0.4850000000000003
82,149,70,50,58,148,96,3,0.4900000000000003
81,149,69,50,57,149,96,3,0.49500000000000033
82,149,70,50,58,148,96,3,0.5000000000000003
82,149,69,50,57,149,97,3,0.5050000000000003
81,149,71,50,56,148,97,3,0.5100000000000003
80,149,70,49,57,148,97,3,0.5150000000000003
80,149,71,49,56,148,97,3,0.5200000000000004
79,149,70,48,57,148,98,3,0.5250000000000004
80,149,71,48,58,148,98,3,0.5300000000000004
79,149,71,48,57,148,98,3,0.5350000000000004
80,149,72,49,56,148,98,3,0.5400000000000004
78,148,71,49,56,148,98,3,0.5450000000000004
78,149,72,49,56,148,97,3,0.5500000000000004
78,149,71,48,56,148,98,3,0.5550000000000004
78,149,72,48,56,148,98,3,0.5600000000000004
77,149,72,48,55,148,97,3,0.5650000000000004
75,149,72,48,54,149,96,3,0.5700000000000004
76,149,71,48,55,148,96,3,0.5750000000000004
75,149,71,48,54,148,97,3,0.5800000000000004
75,149,71,48,55,148,97,3,0.5850000000000004
59,149,71,47,54,148,97,3,0.5900000000000004
75,149,72,47,55,148,97,3,0.5950000000000004
76,149,73,47,54,148,97,3,0.6000000000000004
75,149,72,47,55,148,97,3,0.6050000000000004
75,149,73,47,54,148,97,3,0.6100000000000004
63,149,73,47,54,148,96,3,0.6150000000000004
74,149,73,48,55,148,97,3,0.6200000000000004
75,149,72,48,54,148,95,3,0.6250000000000004
74,149,71,48,53,148,96,3,0.6300000000000004
66,149,72,48,54,148,96,3,0.6350000000000005
74,149,72,47,53,147,96,3,0.6400000000000005
74,149,72,47,53,146,96,3,0.6450000000000005
70,149,71,47,52,146,96,3,0.6500000000000005
71,149,72,47,51,145,96,3,0.6550000000000005
71,149,71,47,52,145,95,3,0.6600000000000005
72,149,73,46,53,144,96,3,0.6650000000000005
72,149,73,45,53,143,96,3,0.6700000000000005
74,149,72,45,52,142,95,3,0.6750000000000005
73,149,73,45,51,142,95,3,0.6800000000000005
75,149,73,45,52,141,96,3,0.6850000000000005
74,149,73,46,51,140,94,3,0.6900000000000005
75,149,72,45,51,140,95,3,0.6950000000000005
73,149,72,45,50,139,95,3,0.7000000000000005
74,149,72,45,51,138,95,3,0.7
73,149,73,45,50,138,95,3,0.7
73,149,73,44,50,137,94,3,0.7
74,149,74,44,49,136,95,3,0.7
74,149,74,44,50,136,95,3,0.7
74,149,73,44,50,135,93,3,0.7
73,149,74,44,50,134,94,3,0.7
74,149,74,43,50,133,94,3,0.7
72,149,73,43,50,133,94,3,0.7
73,149,73,44,148,132,94,3,0.7
72,149,71,44,148,131,94,3,0.7
73,149,72,44,148,131,92,3,0.7
73,149,72,43,148,130,92,3,0.7
74,148,71,43,148,129,93,3,0.7
73,149,72,42,148,129,91,3,0.7
73,149,71,42,147,128,92,3,0.7
74,149,72,42,148,127,92,3,0.7
75,149,71,42,148,126,92,3,0.7
74,149,73,41,147,126,92,3,0.7
74,149,73,41,148,125,92,3,0.7
74,149,72,41,148,124,92,3,0.7
74,149,72,41,147,124,92,3,0.7
75,149,71,42,148,123,91,3,0.7
74,149,71,41,148,122,91,3,0.7
74,149,72,41,148,122,90,3,0.7
75,149,72,41,148,121,90,3,0.7
75,149,71,41,148,120,88,3,0.7
75,149,72,40,148,119,89,3,0.7
75,149,71,40,147,119,87,3,0.7
76,149,71,40,148,118,87,3,0.7
76,149,71,39,148,117,88,3,0.7
76,149,71,39,147,117,88,3,0.7
76,149,70,39,148,116,88,3,0.7
77,149,70,39,148,115,88,3,0.7
76,149,72,39,148,115,88,3,0.7
76,149,71,38,148,114,86,3,0.7
78,148,71,39,148,113,86,3,0.7
78,149,69,39,148,112,86,3,0.7
77,149,69,39,148,112,86,3,0.7
77,149,69,38,148,111,86,3,0.7
76,149,68,38,148,110,86,3,0.7
76,149,68,38,147,110,84,3,0.7
76,149,67,37,148,109,85,3,0.7
78,149,69,37,148,108,83,3,0.7
79,149,69,37,147,108,83,3,0.7
77,149,68,37,148,107,84,3,0.7
77,149,70,37,148,106,84,4,0.7
78,149,69,37,148,106,84,4,0.7
77,149,71,36,148,105,84,4,0.7
76,149,72,36,147,106,82,4,0.7
76,149,73,36,148,106,84,4,0.7
77,149,75,36,148,106,83,4,0.7
78,149,74,36,148,105,82,3,0.7
77,149,74,35,148,105,82,3,0.7
77,149,73,35,148,104,81,3,0.7
78,149,73,35,148,103,81,3,0.7
79,149,72,34,148,103,82,3,0.7
79,149,71,34,148,102,80,3,0.7
78,149,71,34,148,101,81,3,0.7
78,149,72,36,148,100,81,3,0.7
79,149,72,35,148,100,81,3,0.7
79,149,73,35,148,99,80,3,0.7
79,149,73,34,148,98,79,3,0.7
80,149,72,36,148,98,79,3,0.7
79,149,70,37,148,97,78,3,0.7
79,149,71,38,148,96,78,3,0.7
80,149,70,41,148,96,78,3,0.7
80,149,69,42,148,95,77,3,0.7
80,149,69,43,148,94,76,3,0.7
80,149,68,43,148,93,76,3,0.7
81,149,70,43,148,93,76,4,0.7
80,149,69,45,148,93,75,4,0.7
80,149,71,45,148,92,76,4,0.7
79,149,72,45,148,93,76,4,0.7
80,149,76,45,148,92,75,4,0.7
80,149,77,45,147,92,75,4,0.7
80,149,78,45,148,92,74,4,0.7
81,149,80,46,148,92,74,4,0.7
79,149,81,48,147,92,72,4,0.7
79,149,81,49,148,92,72,4,0.7
80,149,83,49,148,91,71,4,0.7
79,149,85,49,148,91,72,4,0.7
80,149,84,49,148,91,71,3,0.7
81,149,83,51,148,90,72,3,0.7
81,149,84,53,148,89,71,3,0.7
80,149,83,52,148,89,70,3,0.7
81,149,82,53,148,88,70,3,0.7
80,149,82,53,147,87,70,3,0.7
81,149,79,57,147,87,70,3,0.7
83,149,79,57,148,86,68,3,0.7
82,149,78,59,148,85,68,3,0.7
82,149,77,60,148,84,67,3,0.7
84,149,76,62,148,84,68,3,0.7
84,149,74,63,148,83,66,3,0.7
84,149,74,64,148,82,67,3,0.7
83,149,75,64,148,82,66,4,0.7
84,149,78,64,148,82,65,4,0.7
83,149,80,64,147,82,65,4,0.7
83,149,82,64,148,82,65,4,0.7
83,149,84,64,148,82,64,4,0.7
83,149,87,64,148,82,65,4,0.7
83,149,91,64,148,83,63,4,0.7
83,149,92,64,148,82,62,4,0.7
84,149,95,64,147,83,63,4,0.7
84,149,96,63,148,82,63,4,0.7
83,149,99,63,148,83,62,4,0.7
82,149,101,63,148,82,61,4,0.7
82,149,104,63,148,82,61,4,0.7
83,149,112,62,148,83,61,4,0.7
82,149,112,62,148,82,60,4,0.7
83,145,117,62,148,82,60,4,0.7
83,145,121,62,148,81,60,4,0.7
83,140,124,62,148,82,59,4,0.7
83,136,127,62,148,82,59,4,0.7
83,135,134,62,148,82,58,4,0.7
82,134,138,62,148,82,58,4,0.7
82,131,141,62,148,83,58,4,0.7
82,132,143,62,148,83,58,4,0.7
82,130,149,62,148,82,58,4,0.7
82,129,149,63,148,83,57,4,0.7
82,127,149,63,148,84,57,4,0.7
82,126,149,63,148,85,56,4,0.7
82,124,149,63,148,85,57,4,0.7
82,125,149,63,148,85,56,4,0.7
82,124,149,63,148,84,55,4,0.7
82,123,149,63,148,85,55,4,0.7
82,124,149,63,147,85,54,4,0.7
81,123,149,63,148,86,54,4,0.7
81,122,148,63,148,86,54,4,0.7
81,121,149,63,148,87,54,4,0.7
81,122,149,63,148,87,54,4,0.7
80,121,149,63,148,88,53,4,0.7
80,121,149,63,148,88,53,4,0.7
80,121,149,63,148,89,54,4,0.7
80,120,149,63,148,90,53,4,0.7
79,119,149,62,148,90,52,4,0.7
79,120,149,62,148,91,53,4,0.7
79,119,149,62,148,91,52,4,0.7
78,118,149,62,148,93,52,4,0.7
78,118,149,62,148,93,53,4,0.7
77,119,149,62,148,94,52,4,0.7
78,118,149,62,148,95,51,4,0.7
77,118,149,62,148,96,52,4,0.7
78,119,149,62,148,96,51,4,0.7
76,117,149,62,148,98,51,4,0.7
76,117,149,61,148,98,51,4,0.7
76,117,149,61,148,100,51,4,0.7
75,117,149,62,148,101,51,4,0.7
75,117,149,62,148,102,51,4,0.7
74,117,149,62,148,103,52,4,0.7
74,117,149,62,148,103,51,4,0.7
73,116,149,62,148,105,52,4,0.7
73,117,149,62,148,106,51,4,0.7
73,116,149,62,148,108,51,4,0.7
72,117,149,62,148,110,52,4,0.7
70,117,149,62,148,111,51,4,0.7
70,117,149,62,148,112,52,4,0.7
69,117,150,62,148,115,51,4,0.7
69,116,149,62,148,116,51,4,0.7
69,116,149,62,148,117,51,4,0.7
68,116,150,62,148,119,51,4,0.7
68,116,149,60,148,121,51,4,0.7
68,117,150,62,149,120,50,3,0.7
68,118,149,62,148,119,51,3,0.7
69,118,149,62,148,119,51,3,0.7
68,120,149,61,148,118,50,3,0.7
69,120,149,63,148,117,50,3,0.7
67,121,149,63,148,116,49,3,0.7
68,121,149,63,148,116,49,3,0.7
69,122,149,63,148,115,50,3,0.7
69,123,149,62,148,114,49,3,0.7
69,123,149,62,148,118,49,4,0.7
69,123,149,62,149,119,49,4,0.7
68,123,149,62,148,122,49,4,0.7
67,123,149,64,148,124,50,4,0.7
66,123,150,62,148,127,51,4,0.7
65,122,149,62,147,129,50,4,0.7
64,122,149,62,142,133,50,4,0.7
64,122,149,62,138,134,50,4,0.7
64,121,149,63,134,138,51,4,0.7
64,122,150,63,129,140,51,4,0.7
62,121,149,63,128,142,52,4,0.7
61,121,149,63,124,145,51,4,0.7
60,121,149,63,120,148,51,4,0.7
60,121,149,63,118,148,52,4,0.7
59,121,149,63,117,148,52,4,0.7
60,121,149,63,115,147,52,4,0.7
60,121,149,63,111,148,53,4,0.7
59,120,150,63,111,148,53,4,0.7
58,120,150,63,109,148,54,4,0.7
58,120,150,63,106,148,54,4,0.7
57,120,149,63,103,148,54,4,0.7
55,118,149,63,102,148,55,4,0.7
55,118,149,63,99,148,55,4,0.7
55,118,149,63,97,148,56,4,0.7
56,119,150,63,97,148,56,3,0.7
55,120,149,63,98,148,56,3,0.7
55,121,149,63,98,148,55,3,0.7
57,121,149,63,100,148,55,3,0.7
56,122,149,63,100,148,56,3,0.7
56,123,149,63,100,148,55,3,0.7
57,123,149,64,101,148,55,3,0.7
57,124,149,64,101,148,56,3,0.7
56,125,150,64,103,148,56,3,0.7
57,125,149,64,102,148,56,3,0.7
58,126,149,63,103,148,55,3,0.7
58,127,149,64,102,148,55,3,0.7
56,128,149,64,102,148,55,3,0.7
57,128,149,64,102,148,55,3,0.7
57,129,149,63,104,148,54,3,0.7
56,128,149,63,101,147,54,4,0.7
56,128,149,63,99,148,56,4,0.7
56,128,149,64,99,148,56,4,0.7
55,127,149,63,98,148,57,4,0.7
55,127,149,64,96,147,57,4,0.7
54,126,149,64,94,148,57,4,0.7
54,125,149,64,93,148,59,4,0.7
54,124,149,64,91,148,59,4,0.7
53,124,149,64,89,148,59,4,0.7
54,123,149,64,88,148,59,4,0.7
54,122,150,64,86,148,60,4,0.7
53,122,149,64,85,148,61,4,0.7
54,120,149,64,84,148,61,4,0.7
53,120,149,64,83,148,63,4,0.7
53,119,149,64,83,148,65,4,0.7
52,119,149,64,83,148,65,4,0.7
51,119,149,64,82,148,65,3,0.7
52,120,150,63,81,148,65,3,0.7
53,121,149,64,81,148,65,3,0.7
52,121,149,64,82,148,65,3,0.7
54,122,149,63,81,148,64,3,0.7
53,124,149,63,82,148,64,3,0.7
53,123,149,63,81,148,64,3,0.7
53,124,149,63,83,148,64,3,0.7
53,126,150,62,82,147,65,3,0.7
54,126,149,62,82,148,65,3,0.7
54,126,149,62,83,148,65,3,0.7
54,127,149,62,82,148,65,3,0.7
53,128,149,61,82,148,65,3,0.7
54,128,149,62,83,148,63,3,0.7
55,129,149,62,84,148,64,3,0.7
54,131,149,62,83,148,64,3,0.7
54,130,149,61,84,148,64,3,0.7
53,131,150,61,82,148,64,3,0.7
54,133,150,61,82,147,64,3,0.7
55,133,149,61,82,148,65,3,0.7
55,133,149,60,83,148,65,3,0.7
54,134,149,61,82,148,65,3,0.7
55,135,149,61,84,148,65,3,0.7
55,135,149,61,83,148,64,3,0.7
56,136,149,61,83,148,64,3,0.7
55,138,149,60,83,148,64,3,0.7
56,137,149,60,83,148,64,3,0.7
56,138,150,60,82,148,64,3,0.7
57,140,150,60,82,148,63,3,0.7
56,140,149,60,82,148,64,3,0.7
57,140,149,60,83,148,64,3,0.7
57,141,149,60,82,148,65,3,0.7
57,142,149,61,84,148,65,3,0.7
57,142,149,61,83,148,65,3,0.7
58,143,149,61,83,147,65,3,0.7
58,145,149,61,83,148,65,3,0.7
58,144,149,61,84,148,65,3,0.7
57,145,150,61,85,148,65,3,0.7
58,147,150,60,84,148,65,3,0.7
59,147,149,60,83,148,65,3,0.7
59,147,149,61,83,148,64,3,0.7
58,148,149,61,84,148,65,3,0.7
57,149,149,60,84,148,65,3,0.7
58,149,149,60,83,148,66,3,0.7
60,149,104,60,83,148,65,3,0.7
59,149,103,60,84,148,65,3,0.7
58,149,103,60,85,148,65,3,0.7
59,149,102,59,85,147,65,3,0.7
59,149,102,59,85,148,65,3,0.7
59,149,101,60,84,148,65,3,0.7
58,149,101,60,84,148,64,3,0.7
60,149,99,60,85,148,64,3,0.7
60,150,100,60,86,148,64,3,0.7
58,149,99,60,86,148,65,3,0.7
59,149,99,60,86,148,65,3,0.7
60,150,98,59,84,148,65,3,0.7
61,149,99,59,85,148,65,3,0.7
59,149,98,59,84,147,65,3,0.7
60,149,98,59,85,148,65,3,0.7
59,149,97,60,84,148,64,3,0.7
61,149,97,59,84,148,64,3,0.7
62,149,96,59,85,148,64,3,0.7
61,149,95,59,86,148,64,3,0.7
60,149,94,59,85,148,64,3,0.7
60,149,94,58,86,148,64,3,0.7
61,149,95,58,85,148,64,3,0.7
61,149,95,58,86,148,64,3,0.7
61,149,95,58,86,148,63,3,0.7
62,150,94,59,87,148,63,3,0.7
62,149,94,59,86,148,63,3,0.7
60,149,93,59,87,148,63,3,0.7
62,149,93,59,86,148,64,3,0.7
61,149,93,59,88,148,64,3,0.7
62,149,94,58,87,147,64,3,0.7
61,149,92,58,87,148,64,3,0.7
62,149,93,58,88,148,64,3,0.7
62,149,91,58,87,148,62,3,0.7
61,149,92,58,87,148,63,3,0.7
62,149,91,59,88,148,63,3,0.7
63,149,91,59,89,148,63,3,0.7
63,149,91,59,88,148,63,3,0.7
62,150,91,59,89,148,63,3,0.7
63,149,91,58,88,148,63,3,0.7
64,149,91,58,90,148,63,3,0.7
64,149,91,58,89,148,61,3,0.7
64,149,91,58,89,148,62,3,0.7
63,149,90,58,89,148,62,3,0.7
63,149,90,59,90,148,62,3,0.7
62,149,91,59,89,148,62,3,0.7
63,149,90,59,92,148,62,3,0.7
62,149,90,59,91,148,62,3,0.7
64,149,89,59,93,148,62,3,0.7
65,149,89,59,93,148,60,3,0.7
64,149,88,59,92,148,61,3,0.7
63,150,89,59,92,148,61,3,0.7
64,149,88,59,93,148,61,3,0.7
63,149,88,59,94,148,62,3,0.7
64,149,89,59,92,148,62,4,0.7
63,149,91,59,90,148,63,4,0.7
61,149,92,59,90,148,63,4,0.7
63,149,94,59,87,148,64,4,0.7
62,149,95,59,87,148,64,4,0.7
60,149,98,59,85,148,65,4,0.7
59,149,99,59,83,148,66,4,0.7
59,149,102,59,81,148,67,4,0.7
58,149,103,60,80,148,67,4,0.7
59,149,103,60,80,148,68,4,0.7
58,149,104,60,79,148,68,3,0.7
60,149,104,60,79,148,68,3,0.7
60,149,103,60,80,148,68,3,0.7
60,149,102,59,81,148,68,3,0.7
60,149,102,59,82,147,68,3,0.7
59,149,103,59,82,148,68,3,0.7
61,149,101,59,81,148,68,3,0.7
60,149,99,59,82,148,68,3,0.7
60,149,100,59,81,148,67,3,0.7
61,149,99,59,81,148,67,3,0.7
60,149,99,59,82,148,68,3,0.7
61,149,99,59,82,148,67,3,0.7
61,149,99,58,81,148,67,3,0.7
61,149,98,58,82,148,68,3,0.7
61,149,97,58,84,147,66,3,0.7
